id	gene	start	end	strand	name	cat	clr
slr1077	gene	381177	382337	+	probable glycosyltransferase	COG0438M	#A6CAA9
ssr1765	gene	382392	382646	+	hypothetical protein	COG1598S	#C98767
ssr1766	gene	382643	382873	+	hypothetical protein	COG1724N	#CDD11B
slr1078	gene	382949	383266	+	similar to UDP-glucose 4-epimerase	COG1087M	#A6CAA9
slr1079	gene	383300	383794	+	unknown protein	-	#333333
ssr1768	gene	384050	384247	+	unknown protein	COG5428S	#C98767
slr1081	gene	384343	384975	+	hypothetical protein	COG4636S	#C98767
slr1082	gene	384980	385390	+	unknown protein	-	#333333
slr1083	gene	385467	386012	+	hypothetical protein	COG4636S	#C98767
slr1084	gene	386177	386617	+	unknown protein	COG0110R	#C27E3A
slr1085	gene	386681	387955	+	probable glycosyltransferase	COG0438M	#A6CAA9
slr1087	gene	388116	389201	+	hypothetical protein	COG4222S	#C98767
sll1025	gene	389175	390353	-	hypothetical protein	COG0665E	#FF7373
ssl1972	gene	390353	390634	-	hypothetical protein	-	#333333
sll1024	gene	390905	391729	-	hypothetical protein	COG3781S	#C98767
sll1023	gene	391899	393104	-	succinyl-CoA synthetase beta chain	COG0045C	#991616
sll1022	gene	393121	393849	-	hypothetical protein	COG0861P	#CC3333
sll1021	gene	393996	396017	-	hypothetical protein	COG2268S	#C98767
sll1020	gene	396057	396878	-	probable glycosyltransferase	COG0463M	#A6CAA9
slr1090	gene	397037	398143	+	GTP-binding protein	COG0536R	#C27E3A
ssr1789	gene	398188	398361	+	CAB/ELIP/HLIP-related protein HliD	-	#333333
sll1019	gene	398441	399214	-	hydroxyacylglutathione hydrolase	COG0491R	#C27E3A
sll1018	gene	399275	400600	-	dihydroorotase	COG0044F	#FF8E8E
sll1017	gene	400720	402048	-	ammonium/methylammonium permease	COG0004P	#CC3333
slr1400	gene	402290	403432	+	two-component hybrid sensor and regulator	COG2205T	#93BF96
slr0670	gene	403552	404427	+	hypothetical protein	COG0589T	#93BF96
sll0656	gene	404545	410184	-	unknown protein	COG2374R	#C27E3A
sll0654	gene	410315	414544	-	alkaline phosphatase	COG0737F	#FF8E8E
slr0675	gene	414537	414731	+	unknown protein	NA	#333333
slr0676	gene	414871	415404	+	adenylylsulfate kinase	COG0529P	#CC3333
slr0677	gene	415562	416245	+	biopolymer transport ExbB like protein	COG0811U	#4BFE78
slr0678	gene	416356	417165	+	biopolymer transport ExbD like protein	COG0848U	#4BFE78
slr0679	gene	417201	418541	+	sun protein	COG0144J	#0066FF
slr0680	gene	418704	419126	+	hypothetical protein	-	#333333
slr0681	gene	419158	420264	+	probable sodium/calcium exchanger protein	COG0530P	#CC3333
slr0682	gene	420502	421731	+	histidinol dehydrogenase	COG0141E	#FF7373
sll0651	gene	421765	422259	-	putative transposase [ISY100j: 421739 - 422684]	COG3335L	#00FFFF
sll0650	gene	422253	422612	-	putative transposase [ISY100j: 421739 - 422684]	COG3415L	#00FFFF
sll0649	gene	422772	423509	-	two-component response regulator OmpR subfamily	COG0745TK	#C4ABFE
sll0648	gene	423490	424566	-	probable glycosyltransferase	COG0472M	#A6CAA9
sll0647	gene	424694	425464	-	unknown protein	COG1234R	#C27E3A
sll0646	gene	425468	427738	-	guanylyl cyclase	COG4252T	#93BF96
sll0645	gene	427777	428544	-	unknown protein	-	#333333
sll0644	gene	428619	429614	-	probable esterase	COG0657I	#FF3333
slr0686	gene	429810	430169	+	hypothetical protein	COG3296S	#C98767
sll0643	gene	430424	431044	-	urease accessory protein G	COG0378OK	#E697E6
slr0687	gene	431350	432795	+	probable two-component response regulator	COG3706T	#93BF96
sll0641	gene	432779	434308	-	unknown protein	-	#333333
sll0640	gene	434320	436158	-	probable sodium/sulfate symporter	COG0471P	#CC3333
slr0688	gene	436234	437265	+	hypothetical protein	COG2327S	#C98767
ssr1155	gene	437705	437908	+	hypothetical protein	-	#333333
slr0689	gene	437922	439118	+	hypothetical protein	COG1900S	#C98767
sll0639	gene	439184	440437	-	hypothetical protein	COG0618R	#C27E3A
sll0638	gene	440610	441959	-	periplasmic protein, function unknown	COG4995S	#C98767
slr0692	gene	442164	443933	+	hypothetical protein YCF45	COG3854S	#C98767
sll0635	gene	443913	444944	-	probable thiamine-phosphate pyrophosphorylase	COG0352H	#FFA4A4
sll0634	gene	445061	445924	-	photosystem I biogenesis protein BtpA	COG0434R	#C27E3A
slr0695	gene	446230	446751	+	hypothetical protein	-	#333333
slr1590	gene	446807	447694	+	hypothetical protein	-	#333333
slr1591	gene	447831	448979	+	hypothetical protein	COG1252C	#991616
slr1592	gene	449088	450041	+	probable pseudouridine synthase	COG0564J	#0066FF
slr1593	gene	450740	451651	+	hypothetical protein	COG2200T	#93BF96
slr1594	gene	451735	452922	+	two-component response regulator PatA subfamily	COG3706T	#93BF96
slr1595	gene	453214	454446	+	Na+/H+ antiporter	COG0475P	#CC3333
sll1516	gene	454712	456586	-	hypothetical protein	COG1330L	#00FFFF
slr1596	gene	456975	458297	+	a protein in the cytoplasmic membrane involved in light-induced proton extrusion.	-	#333333
sll1515	gene	458408	458857	-	glutamine synthetase inactivating factor IF17	-	#333333
slr1597	gene	459200	460096	+	chromosome partitioning ATPase, ParA family	COG1192D	#59955C
sll1514	gene	460250	460690	-	16.6 kDa small heat shock protein, molecular chaperone	COG0071O	#72FE95
sll1513	gene	460956	461960	-	c-type cytochrome synthesis protein	COG0755O	#72FE95
sll1512	gene	462147	462554	-	hypothetical protein	COG1733K	#99CCFF
slr1598	gene	462809	463678	+	lipoic acid synthetase	COG0320H	#FFA4A4
sll1511	gene	463690	464307	-	unknown protein	COG0110R	#C27E3A
sll1510	gene	464437	465177	-	unknown protein	COG3000I	#FF3333
sll1509	gene	465232	465561	-	hypothetical protein YCF20	-	#333333
slr1599	gene	465765	466493	+	hypothetical protein	COG4094S	#C98767
slr1600	gene	466588	467037	+	hypothetical protein	-	#333333
smr0005	gene	467201	467296	+	photosystem I subunit XII	-	#333333
slr1601	gene	467436	467813	+	hypothetical protein	-	#333333
sll1508	gene	467836	468666	-	UDP-3-0-acyl N-acetylglcosamine deacetylase	COG0774M	#A6CAA9
sll1507	gene	469001	469546	-	salt-induced periplasmic protein	-	#333333
slr1603	gene	469592	470914	+	hypothetical protein	-	#333333
slr1604	gene	471080	472930	+	cell division protein FtsH	COG0465O	#72FE95
ssr2699	gene	473414	473662	+	putative transposase [ISY523k(partial copy): 473025 - 473752]	-	#333333
sml0009	gene	473802	473915	-	similar to virulence-associated protein VapC	NA	#333333
ssl2923	gene	473953	474204	-	similar to virulence-associated protein VapC	COG1487R	#C27E3A
ssl2922	gene	474205	474432	-	similar to virulence-associated protein VapB	COG4456S	#C98767
ssl2921	gene	474511	474792	-	hypothetical protein	NA	#333333
ssl2920	gene	474789	475007	-	hypothetical protein	-	#333333
sll1505	gene	475110	475445	-	hypothetical protein	COG2361S	#C98767
sll1504	gene	475435	475743	-	hypothetical protein	COG1669R	#C27E3A
sll1503	gene	475873	477399	-	unknown protein	COG3344L	#00FFFF
sll1502	gene	477668	482320	-	NADH-dependent glutamate synthase large subunit	COG0069E	#FF7373
ssr2708	gene	482542	482703	+	hypothetical protein	-	#333333
ssr2710	gene	482710	482892	+	hypothetical protein	NA	#333333
ssr2711	gene	482885	483199	+	hypothetical protein	-	#333333
slr1608	gene	483326	484564	+	putative glucose dehydrogenase-B, periplasmic protein	COG2133G	#FF5353
sll1501	gene	484799	486247	-	cobyrinic acid a,c-diamide synthase	COG1797H	#FFA4A4
sll1500	gene	486244	487353	-	hypothetical protein	COG2038H	#FFA4A4
slr1609	gene	487287	489377	+	long-chain-fatty-acid CoA ligase	COG1022I	#FF3333
slr1041	gene	489722	490888	+	two-component response regulator PatA subfamily	COG0745TK	#C4ABFE
slr1042	gene	491084	491449	+	two-component response regulator CheY subfamily	COG0745TK	#C4ABFE
slr1043	gene	491496	492059	+	similar to chemotaxis protein CheW	COG0835NT	#EAA6EA
slr1044	gene	492130	494739	+	methyl-accepting chemotaxis protein, required for the biogenesis of thick pilli	COG0840NT	#EAA6EA
slr1045	gene	494828	495619	+	hypothetical protein YCF63	COG0767Q	#993366
slr1046	gene	495626	496006	+	putative TatA protein	COG1826U	#4BFE78
slr1047	gene	496450	497844	+	hypothetical protein	COG3706T	#93BF96
slr1048	gene	498076	501096	+	hypothetical protein	COG0419L	#00FFFF
sll1011	gene	501178	501990	-	hypothetical protein	COG1357S	#C98767
ssr1736	gene	502042	502215	+	50S ribosomal protein L32	COG0333J	#0066FF
slr1050	gene	502314	503747	+	hypothetical protein	COG1928O	#72FE95
slr1051	gene	503943	504719	+	enoyl-[acyl-carrier-protein] reductase	COG0623I	#FF3333
slr1052	gene	504755	505267	+	hypothetical protein	-	#333333
slr1053	gene	505356	506159	+	unknown protein	-	#333333
sll1009	gene	506252	508027	-	unknown protein	-	#333333
slr1055	gene	508515	512510	+	magnesium protoporphyrin IX chelatase subunit H	COG1429H	#FFA4A4
slr1056	gene	512615	514633	+	unknown protein	COG3593L	#00FFFF
sll1006	gene	514847	515944	-	unknown protein	-	#333333
sll1005	gene	516088	516897	-	MazG protein homolog	COG3956R	#C27E3A
sll1004	gene	517027	518211	-	hypothetical protein	COG1215M	#A6CAA9
sll1003	gene	518287	520272	-	two-component sensor histidine kinase	COG2205T	#93BF96
ssl1923	gene	520682	520840	-	hypothetical protein	-	#333333
ssl1922	gene	520918	521169	-	putative transposase [ISY523l(partial copy): 520871 - 521420]	-	#333333
ssl1920	gene	521076	521357	-	putative transposase [ISY523l(partial copy): 520871 - 521420]	COG3293L	#00FFFF
sll1002	gene	521483	522853	-	hypothetical protein YCF22	COG1463Q	#993366
sll1001	gene	523016	523798	-	ATP-binding protein of ABC transporter	COG1127Q	#993366
ssl1918	gene	523821	524114	-	hypothetical protein	-	#333333
slr1753	gene	524346	529595	+	hypothetical protein	COG4995S	#C98767
slr1755	gene	529735	530688	+	NAD+ dependent glycerol-3-phosphate dehydrogenase	COG0240C	#991616
sll1647	gene	530717	531235	-	probable phosphinothricin N-acetyltransferase	COG1247M	#A6CAA9
slr1756	gene	531446	532867	+	glutamate--ammonia ligase	COG0174E	#FF7373
slr1759	gene	533086	537474	+	two-component hybrid sensor and regulator	COG3452T	#93BF96
slr1760	gene	537471	538418	+	two-component response regulator	COG3706T	#93BF96
slr1761	gene	538415	539020	+	FKBP-type peptidyl-prolyl cis-trans isomerase, periplasmic protein	COG0545O	#72FE95
sll1643	gene	539288	539854	-	hypothetical protein	COG0212H	#FFA4A4
slr1762	gene	540011	540763	+	hypothetical protein	COG0546R	#C27E3A
slr1763	gene	540863	542065	+	probable methyltransferase	COG4976	#333333
sll1642	gene	542105	542596	-	hypothetical protein	-	#333333
slr1764	gene	542803	543342	+	similar to tellurium resistance protein TerE	COG2310T	#93BF96
sll1641	gene	543468	544871	-	glutamate decarboxylase	COG0076E	#FF7373
ssr2962	gene	545029	545253	+	hypothetical protein	COG2442S	#C98767
slr1767	gene	545250	545588	+	hypothetical protein	COG4634S	#C98767
sll1640	gene	545591	546556	-	hypothetical protein	COG0388R	#C27E3A
sll1639	gene	546553	547278	-	urease accessory protein D	COG0829O	#72FE95
sll1638	gene	547425	547874	-	hypothetical protein	-	#333333
slr1768	gene	548236	549132	+	unknown protein	COG0330O	#72FE95
sll1636	gene	549129	549701	-	ferripyochelin binding protein	COG0663R	#C27E3A
slr1770	gene	549994	550329	+	hypothetical protein	-	#333333
slr1771	gene	550563	552170	+	unknown protein	COG2936R	#C27E3A
sll1635	gene	552220	552867	-	Thy1 protein homolog	COG1351F	#FF8E8E
sml0005	gene	553065	553202	-	photosystem II PsbK protein	-	#333333
sll1752	gene	553297	554019	-	hypothetical protein	COG0204I	#FF3333
ssr3122	gene	554289	554546	+	hypothetical protein	COG0271T	#93BF96
slr1846	gene	554727	555050	+	hypothetical protein YCF64	COG0278O	#72FE95
slr1847	gene	555262	555606	+	hypothetical protein	COG0718S	#C98767
slr1848	gene	555642	556946	+	histidinol dehydrogenase	COG0141E	#FF7373
slr1849	gene	557423	558979	+	probable mercuric reductase	COG1249C	#991616
sll1751	gene	559015	559350	-	hypothetical protein	-	#333333
sll1750	gene	559461	561170	-	urease alpha subunit	COG0804E	#FF7373
sll1749	gene	561188	561658	-	hypothetical protein	-	#333333
ssl3342	gene	561709	561963	-	hypothetical protein	NA	#333333
slr1851	gene	562557	563045	+	hypothetical protein	COG1357S	#C98767
ssr3129	gene	563105	563290	+	unknown protein	-	#333333
sll1946	gene	563448	565925	-	hypothetical protein	COG1807M	#A6CAA9
slr2032	gene	566059	566805	+	hypothetical protein YCF23	-	#333333
sll1945	gene	566983	568905	-	1-deoxyxylulose-5-phosphate synthase	COG1154HI	#EEBBEE
slr2033	gene	569141	569488	+	membrane-associated rubredoxin, essential for photosystem I assembly	COG1773C	#991616
slr2034	gene	569544	570572	+	putative homolog of plant HCF136, which is essential for stability or assembly of photosystem II	COG4447R	#C27E3A
ssr3451	gene	570658	570903	+	cytochrome b559 alpha subunit	-	#333333
smr0006	gene	570940	571074	+	cytochrome b559 b subunit	-	#333333
smr0007	gene	571084	571203	+	photosystem II PsbL protein	-	#333333
smr0008	gene	571236	571355	+	photosystem II PsbJ protein	-	#333333
slr2035	gene	571440	572567	+	glutamate 5-kinase	COG0263E	#FF7373
ssr3452	gene	572736	572909	+	putative transposase [ISY352a(partial copy): 572672 - 572905]	COG5659L	#00FFFF
sml0010	gene	572978	573124	-	putative transposase	NA	#333333
slr2036	gene	573494	574510	+	putative transposase [ISY203a: 573408 - 574580]	COG3385L	#00FFFF
slr2037	gene	574562	575464	+	unknown protein	-	#333333
slr2038	gene	575477	576127	+	hypothetical protein	COG4636S	#C98767
sll1942	gene	576139	576903	-	unknown protein	-	#333333
sll1941	gene	576934	579696	-	DNA gyrase A subunit	COG0188L	#00FFFF
slr2041	gene	579787	580194	+	probable two-component response regulator	COG0784T	#93BF96
slr2042	gene	580228	581055	+	hypothetical protein	COG3228S	#C98767
sll1940	gene	581052	581525	-	hypothetical protein	-	#333333
sll1939	gene	581518	582162	-	unknown protein	-	#333333
ssr3465	gene	582238	582477	+	unknown protein	-	#333333
sll1938	gene	582481	583092	-	hypothetical protein	COG4636S	#C98767
sll1937	gene	583157	583573	-	ferric uptake regulation protein	COG0735P	#CC3333
slr2043	gene	583680	584696	+	zinc transport system substrate-binding protein	COG0803P	#CC3333
slr2044	gene	584674	585543	+	zinc transport system ATP-binding protein	COG1121P	#CC3333
slr2045	gene	585497	586342	+	zinc transport system permease protein	COG1108P	#CC3333
ssr3467	gene	586858	587145	+	unknown protein	-	#333333
slr2046	gene	587228	593125	+	unknown protein	-	#333333
slr2047	gene	593257	594243	+	PhoH like protein	COG1702T	#93BF96
slr2048	gene	594499	595650	+	periplasmic protein, function unknown	COG5010U	#4BFE78
slr2049	gene	595733	596311	+	hypothetical protein YCF58	-	#333333
slr2051	gene	596498	597247	+	phycobilisome rod-core linker polypeptide	-	#333333
slr2052	gene	597591	598487	+	hypothetical protein	-	#333333
sll1934	gene	598484	598930	-	hypothetical protein	-	#333333
slr2053	gene	599062	599913	+	putative hydrolase	COG0596R	#C27E3A
sll1933	gene	599910	600833	-	DnaJ protein, heat shock protein 40, molecular chaperone	COG0484O	#72FE95
sll1932	gene	600942	603257	-	DnaK protein	COG0443O	#72FE95
sll1931	gene	603443	604726	-	serine hydroxymethyltransferase	COG0112E	#FF7373
ssl3649	gene	604963	605235	-	putative transposase [ISY120d(partial copy): 604956 - 605288]	NA	#333333
sll1930	gene	605541	606035	-	putative transposase [ISY100k: 605515 - 606460]	COG3335L	#00FFFF
sll1929	gene	606465	608594	-	competence protein ComE	COG0658R	#C27E3A
slr1906	gene	609469	610053	+	hypothetical protein	COG0456R	#C27E3A
slr1907	gene	610053	610487	+	hypothetical protein	-	#333333
slr1908	gene	611057	612832	+	probable porin; major outer membrane protein	-	#333333
slr1909	gene	613102	613743	+	two-component response regulator NarL subfamily	COG2197TK	#C4ABFE
slr1910	gene	613801	614817	+	probable N-acetylmuramoyl-L-alanine amidase	COG0860M	#A6CAA9
slr1911	gene	614841	615269	+	hypothetical protein	-	#333333
sll1837	gene	615266	615703	-	periplasmic protein, function unknown	COG5480S	#C98767
slr1912	gene	615968	616324	+	putative PP2C-type protein phosphatase	COG1366T	#93BF96
slr1913	gene	616456	616809	+	hypothetical protein	-	#333333
slr1914	gene	616822	617178	+	hypothetical protein	-	#333333
sll1835	gene	617390	618187	-	periplasmic protein, function unknown	COG1462M	#A6CAA9
sll1834	gene	618311	618715	-	hypothetical protein	COG2314S	#C98767
slr1915	gene	619215	619529	+	hypothetical protein	-	#333333
slr1916	gene	619618	620469	+	probable esterase	COG0596R	#C27E3A
slr1917	gene	620560	621468	+	hypothetical protein	COG0596R	#C27E3A
slr1918	gene	621618	622247	+	hypothetical protein	-	#333333
sll1833	gene	622300	624123	-	penicillin-binding protein	COG0768M	#A6CAA9
sll1832	gene	624136	624594	-	hypothetical protein	-	#333333
sll1831	gene	624899	626281	-	glycolate oxidase subunit, (Fe-S)protein	COG0247C	#991616
sll1830	gene	626349	627425	-	unknown protein	-	#333333
slr1919	gene	627572	629272	+	hypothetical protein	COG0661R	#C27E3A
slr1920	gene	629398	630504	+	unknown protein	-	#333333
sll0998	gene	630555	631592	-	LysR family transcriptional regulator	COG0583K	#99CCFF
ssl1911	gene	631896	632093	-	glutamine synthetase inactivating factor IF7	-	#333333
slr1019	gene	632213	633157	+	phenazine biosynthetic protein PhzF homolog	COG0384R	#C27E3A
sll0997	gene	633789	634880	-	hypothetical protein	-	#333333
sll0996	gene	634892	636247	-	hypothetical protein	COG0621J	#0066FF
slr1020	gene	636372	637523	+	sulfolipid biosynthesis protein SqdB	COG0451MG	#D568FD
ssr1698	gene	637666	637956	+	hypothetical protein	COG0748P	#CC3333
sll0995	gene	637993	638688	-	hypothetical protein	COG4636S	#C98767
sll0994	gene	638774	639583	-	hypothetical protein	-	#333333
sll0993	gene	639516	640613	-	potassium channel	COG0569P	#CC3333
slr1022	gene	640737	642026	+	N-acetylornithine aminotransferase	COG4992E	#FF7373
slr1023	gene	642153	642467	+	unknown protein	COG1917S	#C98767
slr1024	gene	642474	643115	+	fibrillin	-	#333333
slr1025	gene	643144	643482	+	hypothetical protein	-	#333333
sll0992	gene	643549	644379	-	putative esterase	COG0627R	#C27E3A
sll0990	gene	644388	645497	-	glutathione-dependent formaldehyde dehydrogenase	COG1062C	#991616
slr1028	gene	646129	658047	+	unknown protein	-	#333333
slr1030	gene	658262	659335	+	magnesium protoporphyrin IX chelatase subunit I	COG1239H	#FFA4A4
slr1031	gene	659370	660584	+	tyrosyl tRNA synthetase	COG0162J	#0066FF
slr1032	gene	660772	661125	+	unknown protein	-	#333333
slr1033	gene	661122	662819	+	unknown protein	-	#333333
ssr1720	gene	662952	663188	+	similar to tyrosyl tRNA synthetase	COG0162J	#0066FF
slr1034	gene	663342	663731	+	hypothetical protein YCF41	COG0629L	#00FFFF
slr1035	gene	663788	664315	+	hypothetical protein	-	#333333
sll0986	gene	664394	664780	-	putative transposase [ISY120f(partial copy): 664387 - 664775]	COG1662L	#00FFFF
sll0985	gene	664903	666945	-	unknown protein	COG0668M	#A6CAA9
sll0984	gene	666929	667375	-	hypothetical protein	-	#333333
slr1037	gene	667447	667842	+	two-component response regulator CheY subfamily	COG0745TK	#C4ABFE
sll0983	gene	667852	668772	-	hypothetical protein	COG4121S	#C98767
sll0982	gene	668776	669162	-	unknown protein	-	#333333
sll0981	gene	669254	669751	-	unknown protein	-	#333333
sll0980	gene	669759	670949	-	unknown protein	COG0328L	#00FFFF
slr1039	gene	671006	671707	+	hypothetical protein	COG2226H	#FFA4A4
