id	gene	start	end	strand	name	cat	clr
sll0923	gene	345536	347806	-	unknown protein	unknown	#CC9999
sll0922	gene	348384	348734	-	unknown protein	unknown	#CC9999
slr0976	gene	348701	349429	+	hypothetical protein	hypothetical protein	#9966CC
slr0977	gene	349468	350298	+	ABC transporter, permease component	Transport and binding proteins	#00ff00
slr0978	gene	350509	350916	+	hypothetical protein	hypothetical protein	#9966CC
slr0980	gene	351036	351467	+	hypothetical protein	hypothetical protein	#9966CC
slr0981	gene	351538	352101	+	hypothetical protein	hypothetical protein	#9966CC
slr0982	gene	352263	353555	+	probable polysaccharide ABC transporter ATP binding subunit	Transport and binding proteins	#00ff00
slr0983	gene	353552	354322	+	glucose-1-phosphate cytidylyltransferase	Cell envelope	#fa8072
slr0984	gene	354323	355405	+	CDP-glucose 4,6-dehydratase	Cell envelope	#fa8072
slr0985	gene	355424	355993	+	dTDP-4-dehydrorhamnose 3,5-epimerase	Cell envelope	#fa8072
slr1610	gene	355909	357210	+	putative C-3 methyl transferase	Other categories	#000000
slr1611	gene	357245	357697	+	hypothetical protein	hypothetical protein	#9966CC
slr1612	gene	357748	358608	+	hypothetical protein	hypothetical protein	#9966CC
slr1613	gene	358760	359350	+	hypothetical protein	hypothetical protein	#9966CC
slr1614	gene	359668	359973	+	hypothetical protein	hypothetical protein	#9966CC
slr1615	gene	360030	361166	+	perosamine synthetase	Cell envelope	#fa8072
slr1616	gene	361163	362188	+	unknown protein	unknown	#CC9999
slr1617	gene	362185	363420	+	similar to UDP-glucose 4-epimerase	Energy metabolism	#ff0000
slr1618	gene	363433	364218	+	unknown protein	unknown	#CC9999
slr1619	gene	364247	364996	+	hypothetical protein	hypothetical protein	#9966CC
slr1062	gene	365274	365621	+	unknown protein	unknown	#CC9999
slr1063	gene	365716	367785	+	probable glycosyltransferase	Other categories	#000000
slr1064	gene	367807	368910	+	probable glycosyltransferase	Cell envelope	#fa8072
slr1065	gene	369254	370219	+	probable glycosyltransferase	Other categories	#000000
slr1066	gene	370285	371490	+	unknown protein	unknown	#CC9999
slr1067	gene	371487	372509	+	UDP-glucose 4-epimerase	Energy metabolism	#ff0000
slr1068	gene	372811	373167	+	hypothetical protein	hypothetical protein	#9966CC
slr1069	gene	373231	373644	+	hypothetical protein	hypothetical protein	#9966CC
slr1070	gene	373654	374511	+	unknown protein	unknown	#CC9999
slr1071	gene	374646	375452	+	unknown protein	unknown	#CC9999
slr1072	gene	375470	376432	+	GDP-D-mannose dehydratase	Cell envelope	#fa8072
slr1073	gene	376485	377639	+	unknown protein	unknown	#CC9999
slr1074	gene	377620	378951	+	unknown protein	unknown	#CC9999
slr1075	gene	379065	379913	+	putative transposase [ISY100b	Putative	#CC99FF
slr1076	gene	380030	381175	+	probable glycosyltransferase	Other categories	#000000
slr1077	gene	381177	382337	+	probable glycosyltransferase	Other categories	#000000
ssr1765	gene	382392	382646	+	hypothetical protein	hypothetical protein	#9966CC
ssr1766	gene	382643	382873	+	hypothetical protein	hypothetical protein	#9966CC
slr1078	gene	382949	383266	+	similar to UDP-glucose 4-epimerase	Energy metabolism	#ff0000
slr1079	gene	383300	383794	+	unknown protein	unknown	#CC9999
ssr1768	gene	384050	384247	+	unknown protein	unknown	#CC9999
slr1081	gene	384343	384975	+	hypothetical protein	hypothetical protein	#9966CC
slr1082	gene	384980	385390	+	unknown protein	unknown	#CC9999
slr1083	gene	385467	386012	+	hypothetical protein	hypothetical protein	#9966CC
slr1084	gene	386177	386617	+	unknown protein	unknown	#CC9999
slr1085	gene	386681	387955	+	probable glycosyltransferase	Other categories	#000000
slr1087	gene	388116	389201	+	hypothetical protein	hypothetical protein	#9966CC
sll1025	gene	389175	390353	-	hypothetical protein	hypothetical protein	#9966CC
ssl1972	gene	390353	390634	-	hypothetical protein	hypothetical protein	#9966CC
sll1024	gene	390905	391729	-	hypothetical protein	hypothetical protein	#9966CC
sll1023	gene	391899	393104	-	succinyl-CoA synthetase beta chain	Energy metabolism	#ff0000
sll1022	gene	393121	393849	-	hypothetical protein	hypothetical protein	#9966CC
sll1021	gene	393996	396017	-	hypothetical protein	hypothetical protein	#9966CC
sll1020	gene	396057	396878	-	probable glycosyltransferase	Other categories	#000000
slr1090	gene	397037	398143	+	GTP-binding protein	Regulatory functions	#ffd700
ssr1789	gene	398188	398361	+	CAB/ELIP/HLIP-related protein HliD	Other categories	#000000
sll1019	gene	398441	399214	-	hydroxyacylglutathione hydrolase	Energy metabolism	#ff0000
sll1018	gene	399275	400600	-	dihydroorotase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll1017	gene	400720	402048	-	ammonium/methylammonium permease	Transport and binding proteins	#00ff00
slr1400	gene	402290	403432	+	two-component hybrid sensor and regulator	Regulatory functions	#ffd700
slr0670	gene	403552	404427	+	hypothetical protein	hypothetical protein	#9966CC
sll0656	gene	404545	410184	-	unknown protein	unknown	#CC9999
sll0654	gene	410315	414544	-	alkaline phosphatase	Other categories	#000000
slr0675	gene	414537	414731	+	unknown protein	unknown	#CC9999
slr0676	gene	414871	415404	+	adenylylsulfate kinase	Amino acid biosynthesis	#a52a2a
slr0677	gene	415562	416245	+	biopolymer transport ExbB like protein	Transport and binding proteins	#00ff00
slr0678	gene	416356	417165	+	biopolymer transport ExbD like protein	Transport and binding proteins	#00ff00
slr0679	gene	417201	418541	+	sun protein	Other categories	#000000
slr0680	gene	418704	419126	+	hypothetical protein	hypothetical protein	#9966CC
slr0681	gene	419158	420264	+	probable sodium/calcium exchanger protein	Transport and binding proteins	#00ff00
slr0682	gene	420502	421731	+	histidinol dehydrogenase	Amino acid biosynthesis	#a52a2a
sll0651	gene	421765	422259	-	putative transposase [ISY100j	Putative	#CC99FF
sll0650	gene	422253	422612	-	putative transposase [ISY100j	Putative	#CC99FF
sll0649	gene	422772	423509	-	two-component response regulator OmpR subfamily	Regulatory functions	#ffd700
sll0648	gene	423490	424566	-	probable glycosyltransferase	Other categories	#000000
sll0647	gene	424694	425464	-	unknown protein	unknown	#CC9999
sll0646	gene	425468	427738	-	guanylyl cyclase	Regulatory functions	#ffd700
sll0645	gene	427777	428544	-	unknown protein	unknown	#CC9999
sll0644	gene	428619	429614	-	probable esterase	Other categories	#000000
slr0686	gene	429810	430169	+	hypothetical protein	hypothetical protein	#9966CC
sll0643	gene	430424	431044	-	urease accessory protein G	Central intermediary metabolism	#006400
slr0687	gene	431350	432795	+	probable two-component response regulator	Regulatory functions	#ffd700
sll0641	gene	432779	434308	-	unknown protein	unknown	#CC9999
sll0640	gene	434320	436158	-	probable sodium/sulfate symporter	Transport and binding proteins	#00ff00
slr0688	gene	436234	437265	+	hypothetical protein	hypothetical protein	#9966CC
ssr1155	gene	437705	437908	+	hypothetical protein	hypothetical protein	#9966CC
slr0689	gene	437922	439118	+	hypothetical protein	hypothetical protein	#9966CC
sll0639	gene	439184	440437	-	hypothetical protein	hypothetical protein	#9966CC
sll0638	gene	440610	441959	-	periplasmic protein, function unknown	function unknown	#999999
slr0692	gene	442164	443933	+	hypothetical protein YCF45	hypothetical protein	#9966CC
sll0635	gene	443913	444944	-	probable thiamine-phosphate pyrophosphorylase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0634	gene	445061	445924	-	photosystem I biogenesis protein BtpA	Photosynthesis and respiration	#6b8e23
slr0695	gene	446230	446751	+	hypothetical protein	hypothetical protein	#9966CC
slr1590	gene	446807	447694	+	hypothetical protein	hypothetical protein	#9966CC
slr1591	gene	447831	448979	+	hypothetical protein	hypothetical protein	#9966CC
slr1592	gene	449088	450041	+	probable pseudouridine synthase	Translation	#00bfff
slr1593	gene	450740	451651	+	hypothetical protein	hypothetical protein	#9966CC
slr1594	gene	451735	452922	+	two-component response regulator PatA subfamily	Regulatory functions	#ffd700
slr1595	gene	453214	454446	+	Na+/H+ antiporter	Transport and binding proteins	#00ff00
sll1516	gene	454712	456586	-	hypothetical protein	hypothetical protein	#9966CC
slr1596	gene	456975	458297	+	a protein in the cytoplasmic membrane involved in light-induced proton extrusion.	Transport and binding proteins	#00ff00
sll1515	gene	458408	458857	-	glutamine synthetase inactivating factor IF17	Not curated completely	#9900CC
slr1597	gene	459200	460096	+	chromosome partitioning ATPase, ParA family	Not curated completely	#9900CC
sll1514	gene	460250	460690	-	16.6 kDa small heat shock protein, molecular chaperone	Cellular processes	#ffff00
sll1513	gene	460956	461960	-	c-type cytochrome synthesis protein	Other categories	#000000
sll1512	gene	462147	462554	-	hypothetical protein	hypothetical protein	#9966CC
slr1598	gene	462809	463678	+	lipoic acid synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1511	gene	463690	464307	-	unknown protein	unknown	#CC9999
sll1510	gene	464437	465177	-	unknown protein	unknown	#CC9999
sll1509	gene	465232	465561	-	hypothetical protein YCF20	hypothetical protein	#9966CC
slr1599	gene	465765	466493	+	hypothetical protein	hypothetical protein	#9966CC
slr1600	gene	466588	467037	+	hypothetical protein	hypothetical protein	#9966CC
smr0005	gene	467201	467296	+	photosystem I subunit XII	Photosynthesis and respiration	#6b8e23
slr1601	gene	467436	467813	+	hypothetical protein	hypothetical protein	#9966CC
sll1508	gene	467836	468666	-	UDP-3-0-acyl N-acetylglcosamine deacetylase	Cell envelope	#fa8072
sll1507	gene	469001	469546	-	salt-induced periplasmic protein	Not curated completely	#9900CC
slr1603	gene	469592	470914	+	hypothetical protein	hypothetical protein	#9966CC
slr1604	gene	471080	472930	+	cell division protein FtsH	Cellular processes	#ffff00
ssr2699	gene	473414	473662	+	putative transposase [ISY523k(partial copy)	Putative	#CC99FF
sml0009	gene	473802	473915	-	similar to virulence-associated protein VapC	Cellular processes	#ffff00
ssl2923	gene	473953	474204	-	similar to virulence-associated protein VapC	Cellular processes	#ffff00
ssl2922	gene	474205	474432	-	similar to virulence-associated protein VapB	Cellular processes	#ffff00
ssl2921	gene	474511	474792	-	hypothetical protein	hypothetical protein	#9966CC
ssl2920	gene	474789	475007	-	hypothetical protein	hypothetical protein	#9966CC
sll1505	gene	475110	475445	-	hypothetical protein	hypothetical protein	#9966CC
sll1504	gene	475435	475743	-	hypothetical protein	hypothetical protein	#9966CC
sll1503	gene	475873	477399	-	unknown protein	unknown	#CC9999
sll1502	gene	477668	482320	-	NADH-dependent glutamate synthase large subunit	Amino acid biosynthesis	#a52a2a
ssr2708	gene	482542	482703	+	hypothetical protein	hypothetical protein	#9966CC
ssr2710	gene	482710	482892	+	hypothetical protein	hypothetical protein	#9966CC
ssr2711	gene	482885	483199	+	hypothetical protein	hypothetical protein	#9966CC
slr1608	gene	483326	484564	+	putative glucose dehydrogenase-B, periplasmic protein	Putative	#CC99FF
sll1501	gene	484799	486247	-	cobyrinic acid a,c-diamide synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1500	gene	486244	487353	-	hypothetical protein	hypothetical protein	#9966CC
slr1609	gene	487287	489377	+	long-chain-fatty-acid CoA ligase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr1041	gene	489722	490888	+	two-component response regulator PatA subfamily	Regulatory functions	#ffd700
slr1042	gene	491084	491449	+	two-component response regulator CheY subfamily	Regulatory functions	#ffd700
slr1043	gene	491496	492059	+	similar to chemotaxis protein CheW	Cellular processes	#ffff00
slr1044	gene	492130	494739	+	methyl-accepting chemotaxis protein, required for the biogenesis of thick pilli	Cellular processes	#ffff00
slr1045	gene	494828	495619	+	hypothetical protein YCF63	hypothetical protein	#9966CC
slr1046	gene	495626	496006	+	putative TatA protein	Putative	#CC99FF
slr1047	gene	496450	497844	+	hypothetical protein	hypothetical protein	#9966CC
slr1048	gene	498076	501096	+	hypothetical protein	hypothetical protein	#9966CC
sll1011	gene	501178	501990	-	hypothetical protein	hypothetical protein	#9966CC
ssr1736	gene	502042	502215	+	50S ribosomal protein L32	Translation	#00bfff
slr1050	gene	502314	503747	+	hypothetical protein	hypothetical protein	#9966CC
slr1051	gene	503943	504719	+	enoyl-[acyl-carrier-protein] reductase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr1052	gene	504755	505267	+	hypothetical protein	hypothetical protein	#9966CC
slr1053	gene	505356	506159	+	unknown protein	unknown	#CC9999
sll1009	gene	506252	508027	-	unknown protein	unknown	#CC9999
slr1055	gene	508515	512510	+	magnesium protoporphyrin IX chelatase subunit H	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1056	gene	512615	514633	+	unknown protein	unknown	#CC9999
sll1006	gene	514847	515944	-	unknown protein	unknown	#CC9999
sll1005	gene	516088	516897	-	MazG protein homolog	Regulatory functions	#ffd700
sll1004	gene	517027	518211	-	hypothetical protein	hypothetical protein	#9966CC
sll1003	gene	518287	520272	-	two-component sensor histidine kinase	Regulatory functions	#ffd700
ssl1923	gene	520682	520840	-	hypothetical protein	hypothetical protein	#9966CC
ssl1922	gene	520918	521169	-	putative transposase [ISY523l(partial copy)	Putative	#CC99FF
ssl1920	gene	521076	521357	-	putative transposase [ISY523l(partial copy)	Putative	#CC99FF
sll1002	gene	521483	522853	-	hypothetical protein YCF22	hypothetical protein	#9966CC
sll1001	gene	523016	523798	-	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
ssl1918	gene	523821	524114	-	hypothetical protein	hypothetical protein	#9966CC
slr1753	gene	524346	529595	+	hypothetical protein	hypothetical protein	#9966CC
slr1755	gene	529735	530688	+	NAD+ dependent glycerol-3-phosphate dehydrogenase	Fatty acid, phospholipid and sterol metabolism	#008b8b
sll1647	gene	530717	531235	-	probable phosphinothricin N-acetyltransferase	Other categories	#000000
slr1756	gene	531446	532867	+	glutamate--ammonia ligase	Amino acid biosynthesis	#a52a2a
slr1759	gene	533086	537474	+	two-component hybrid sensor and regulator	Regulatory functions	#ffd700
slr1760	gene	537471	538418	+	two-component response regulator	Regulatory functions	#ffd700
slr1761	gene	538415	539020	+	FKBP-type peptidyl-prolyl cis-trans isomerase, periplasmic protein	Other categories	#000000
sll1643	gene	539288	539854	-	hypothetical protein	hypothetical protein	#9966CC
slr1762	gene	540011	540763	+	hypothetical protein	hypothetical protein	#9966CC
slr1763	gene	540863	542065	+	probable methyltransferase	Other categories	#000000
sll1642	gene	542105	542596	-	hypothetical protein	hypothetical protein	#9966CC
slr1764	gene	542803	543342	+	similar to tellurium resistance protein TerE	Other categories	#000000
sll1641	gene	543468	544871	-	glutamate decarboxylase	Energy metabolism	#ff0000
ssr2962	gene	545029	545253	+	hypothetical protein	hypothetical protein	#9966CC
slr1767	gene	545250	545588	+	hypothetical protein	hypothetical protein	#9966CC
sll1640	gene	545591	546556	-	hypothetical protein	hypothetical protein	#9966CC
sll1639	gene	546553	547278	-	urease accessory protein D	Central intermediary metabolism	#006400
sll1638	gene	547425	547874	-	hypothetical protein	hypothetical protein	#9966CC
slr1768	gene	548236	549132	+	unknown protein	unknown	#CC9999
sll1636	gene	549129	549701	-	ferripyochelin binding protein	Other categories	#000000
slr1770	gene	549994	550329	+	hypothetical protein	hypothetical protein	#9966CC
slr1771	gene	550563	552170	+	unknown protein	unknown	#CC9999
sll1635	gene	552220	552867	-	Thy1 protein homolog	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sml0005	gene	553065	553202	-	photosystem II PsbK protein	Photosynthesis and respiration	#6b8e23
sll1752	gene	553297	554019	-	hypothetical protein	hypothetical protein	#9966CC
ssr3122	gene	554289	554546	+	hypothetical protein	hypothetical protein	#9966CC
slr1846	gene	554727	555050	+	hypothetical protein YCF64	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1847	gene	555262	555606	+	hypothetical protein	hypothetical protein	#9966CC
slr1848	gene	555642	556946	+	histidinol dehydrogenase	Amino acid biosynthesis	#a52a2a
slr1849	gene	557423	558979	+	probable mercuric reductase	Other categories	#000000
sll1751	gene	559015	559350	-	hypothetical protein	hypothetical protein	#9966CC
