id	count	start	end	strand	genes	condition	uef	name
TU170	2	179686	181613	+	slr1414, slr1415	N	1.14	two-component sensor histidine kinase , hypothetical protein
TU171, TU173, TU174, TU175	1	182139	183431	+	NA	15C	1.58	MorR protein
TU172	1	182139	183431	+	slr1416	15C	1.58	MorR protein
TU171	0	182222	181585	-	NA	N	3.62	NA
TU170, TU172	0	182222	181585	-	slr1414, slr1415, slr1416	N	3.62	NA
TU173	0	183023	182445	-	NA	exp. P.	1.03	NA
TU172	0	183023	182445	-	slr1416	exp. P.	1.03	NA
TU174	0	183205	183024	-	NA	HL	1.08	NA
TU172	0	183205	183024	-	slr1416	HL	1.08	NA
TU175	1	183432	183864	+	NA	Fe	1.67	hypothetical protein YCF57
TU176	1	183432	183864	+	slr1417	Fe	1.67	hypothetical protein YCF57
TU175	0	183632	183252	-	NA	15C	1.61	NA
TU172, TU176	0	183632	183252	-	slr1416, slr1417	15C	1.61	NA
NA	0	183865	183938	+	NA	Dark	11.05	NA
TU177	0	183865	183938	+	NA	Dark	11.05	NA
TU179	0	187384	187485	+	NA	42C	1.1	NA
TU178	0	187384	187485	+	sll1040, sll1041, sll1318	42C	1.1	NA
TU180	0	188569	188668	+	NA	exp. P.	1.67	NA
TU178	0	188569	188668	+	sll1040, sll1041, sll1318	exp. P.	1.67	NA
TU179, TU180	3	188931	185072	-	NA	15C	4.63	unknown protein , similar to sulfate transport ATP-binding protein C ysA , hypothetical protein
TU178	3	188931	185072	-	sll1040, sll1041, sll1318	15C	4.63	unknown protein , similar to sulfate transport ATP-binding protein C ysA , hypothetical protein
TU182	1	189108	189858	+	NA	N	1.02	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase , ncRNA
TU181	1	189108	189858	+	slr1093, ncr0090	N	1.02	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase , ncRNA
TU182, TU184	1	189859	190782	+	NA	exp. P.	4.6	hypothetical protein
TU183	1	189859	190782	+	slr1094	exp. P.	4.6	hypothetical protein
TU182	0	189953	189259	-	NA	stat. P.	1.07	NA
TU181, TU183	0	189953	189259	-	slr1093, ncr0090, slr1094	stat. P.	1.07	NA
TU184	0	191466	189954	-	NA	15C	1.62	NA
TU183	0	191466	189954	-	slr1094	15C	1.62	NA
NA	1	192109	192845	+	NA	exp. P.	1.48	hypothetical protein
TU185	1	192109	192845	+	slr1095	exp. P.	1.48	hypothetical protein
NA	4	192857	195762	+	NA	HL	1.12	dihydrolipoamide dehydrogenase , hypothetical protein , hypothetical protein , 3-octaprenyl-4-hydroxybenzoate carboxy-lyase
TU186	4	192857	195762	+	slr1096, slr1097, slr1098, slr1099	HL	1.12	dihydrolipoamide dehydrogenase , hypothetical protein , hypothetical protein , 3-octaprenyl-4-hydroxybenzoate carboxy-lyase
TU187	0	196353	196162	-	NA	N	1.71	NA
NA	0	196353	196162	-	slr1099	N	1.71	NA
TU189, TU190	3	196473	200321	+	NA	P	1.99	hypothetical protein , hypothetical protein , hypothetical protein
TU188	3	196473	200321	+	slr1100, slr1101, slr1102	P	1.99	hypothetical protein , hypothetical protein , hypothetical protein
TU189	0	197641	197499	-	NA	15C	1.28	NA
TU188	0	197641	197499	-	slr1100, slr1101, slr1102	15C	1.28	NA
TU190	0	199270	198659	-	NA	stat. P.	1.45	NA
TU188	0	199270	198659	-	slr1100, slr1101, slr1102	stat. P.	1.45	NA
TU192, TU193, TU194	2	200322	204564	+	ncl0050	Dark	2.1	hypothetical protein , hypothetical protein
TU191	2	200322	204564	+	slr1103, slr1104	Dark	2.1	hypothetical protein , hypothetical protein
TU192	0	200839	200556	-	NA	N	1.01	NA
TU191	0	200839	200556	-	slr1103, slr1104	N	1.01	NA
TU193	0	201128	200854	-	NA	#REF!	1.21	NA
TU191	0	201128	200854	-	slr1103, slr1104	#REF!	1.21	NA
TU194, TU196	1	204565	206819	+	ncl0050	15C	3.58	elongation factor EF-G
TU195	1	204565	206819	+	slr1105	15C	3.58	elongation factor EF-G
TU194	0	204762	203764	-	ncl0050	#REF!	1.57	NA
TU191, TU195	0	204762	203764	-	slr1103, slr1104, slr1105	#REF!	1.57	NA
TU196	0	206958	207406	+	NA	Fe	1.11	NA
TU197	0	206958	207406	+	NA	Fe	1.11	NA
TU196	0	207987	206523	-	NA	N	1.44	NA
TU195, TU197	0	207987	206523	-	slr1105	N	1.44	NA
NA	4	210663	208267	-	NA	15C	2.2	uracil phosphoribosyltransferase , hypothetical protein , hypothetical protein , unknown protein
TU198	4	210663	208267	-	sll1035, ssl2009, sll1036, sll1037	15C	2.2	uracil phosphoribosyltransferase , hypothetical protein , hypothetical protein , unknown protein
NA	1	210741	211702	+	NA	Fe	1.15	prohibitin
TU199	1	210741	211702	+	slr1106	Fe	1.15	prohibitin
NA	0	212458	212765	+	NA	#REF!	1.49	unknown protein 
TU200	0	212458	212765	+	slr1107	#REF!	1.49	unknown protein 
TU202	0	214043	214187	+	NA	N	1.39	NA
TU201	0	214043	214187	+	ncl0060, sll1033	N	1.39	NA
TU203	0	214188	214289	+	NA	N	1.08	NA
TU201	0	214188	214289	+	ncl0060, sll1033	N	1.08	NA
TU204	0	214613	215008	+	NA	P	1.04	NA
TU201	0	214613	215008	+	ncl0060, sll1033	P	1.04	NA
TU201	1	215217	212747	-	ncl0060, sll1033	15C	1.19	ncRNA, probable protein phosphatase
TU202, TU203, TU204	1	215217	212747	-	slr1107	15C	1.19	ncRNA, probable protein phosphatase
TU205	0	215356	215835	+	ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032	Fe	1.12	NA
TU206	0	215356	215835	+	ncr0100	Fe	1.12	NA
TU207	0	218856	219121	+	NA	stat. P.	1.01	NA
TU205	0	218856	219121	+	ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032	stat. P.	1.01	NA
TU208	0	219218	219491	+	NA	N	1.96	NA
TU205	0	219218	219491	+	ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032	N	1.96	NA
TU205	5	219825	215218	-	ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032	HL	5.82	ncRNA, carbon dioxide concentrating mechanism protein Ccm K , carbon dioxide concentrating mechanism protein Ccm K , carbon dioxide concentrating mechanism protein Ccm L, putative carboxysome assembly protein , carbon dioxide concentrating mechanism protein Ccm M, putative carboxysome structural protein , carbon dioxide concentrating mechanism protein Ccm N, putative carboxysome assembly protein
TU206, TU207, TU208	5	219825	215218	-	ncr0100	HL	5.82	ncRNA, carbon dioxide concentrating mechanism protein Ccm K , carbon dioxide concentrating mechanism protein Ccm K , carbon dioxide concentrating mechanism protein Ccm L, putative carboxysome assembly protein , carbon dioxide concentrating mechanism protein Ccm M, putative carboxysome structural protein , carbon dioxide concentrating mechanism protein Ccm N, putative carboxysome assembly protein
TU210	0	219884	220387	+	NA	15C	2.79	NA
TU209	0	219884	220387	+	sll1027	15C	2.79	NA
TU210	1	221513	219826	-	NA	N	2.82	NADH-glutamate synthase small subunit
TU209	1	221513	219826	-	sll1027	N	2.82	NADH-glutamate synthase small subunit
NA	0	221609	221514	-	NA	exp. P.	2.14	NA
TU211	0	221609	221514	-	NA	exp. P.	2.14	NA
NA	3	221684	225557	+	sll1686	HL	1.76	similar to ankyrin , hypothetical protein , probable hydrolase, periplasmic protein
TU212	3	221684	225557	+	slr1109, slr1110, slr1772	HL	1.76	similar to ankyrin , hypothetical protein , probable hydrolase, periplasmic protein
TU213, TU215	1	226341	227043	+	sll1686	15C	1.74	unknown protein
TU214	1	226341	227043	+	ssr2972	15C	1.74	unknown protein
TU213	1	226415	226101	-	sll1686	N	1.12	hypothetical protein
TU214	1	226415	226101	-	ssr2972	N	1.12	hypothetical protein
TU215	0	226487	226416	-	NA	exp. P.	2.12	NA
TU214	0	226487	226416	-	ssr2972	exp. P.	2.12	NA
NA	1	228465	228954	+	NA	N	1.1	high affinity sulfate transporter
TU216	1	228465	228954	+	slr1776	N	1.1	high affinity sulfate transporter
TU217	0	229032	229488	+	NA	15C	2.64	NA
TU218	0	229032	229488	+	NA	15C	2.64	NA
TU217	0	229159	229063	-	NA	Fe	1.14	NA
TU218	0	229159	229063	-	NA	Fe	1.14	NA
TU219	0	229855	229756	-	NA	N	1.13	NA
NA	0	229855	229756	-	slr1776	N	1.13	NA
NA	0	231846	231964	+	NA	Fe	1.02	NA
TU220	0	231846	231964	+	NA	Fe	1.02	NA
NA	3	231965	235015	+	sll1683	P	1.03	magnesium protoporphyrin IX chelatase subunit D , unknown protein , unknown protein
TU221	3	231965	235015	+	slr1777, ssr2975, slr1778	P	1.03	magnesium protoporphyrin IX chelatase subunit D , unknown protein , unknown protein
TU222	0	236852	236923	+	NA	N	1.57	NA
TU223	0	236852	236923	+	sll1682	N	1.57	NA
TU223, TU225	2	237558	239114	+	sll1679, sll1680, sll1681, sll1682	HL	1.26	pyridoxal phosphate biosynthetic protein PdxJ , hypothetical protein YCF54
TU224	2	237558	239114	+	slr1779, slr1780	HL	1.26	pyridoxal phosphate biosynthetic protein PdxJ , hypothetical protein YCF54
TU223	1	238039	236900	-	sll1682	HL	1.36	alanine dehydrogenase
TU222, TU224	1	238039	236900	-	slr1779, slr1780	HL	1.36	alanine dehydrogenase
TU226	0	239926	240160	+	NA	15C	1.88	NA
TU225	0	239926	240160	+	sll1679, sll1680, sll1681	15C	1.88	NA
TU225	3	242091	238293	-	sll1679, sll1680, sll1681	Fe	1.35	periplasmic protease HhoA , hypothetical protein , unknown protein
TU224, TU226	3	242091	238293	-	slr1779, slr1780	Fe	1.35	periplasmic protease HhoA , hypothetical protein , unknown protein
TU227	0	242284	242092	-	NA	Fe	1.18	NA
NA	0	242284	242092	-	slr1783	Fe	1.18	NA
TU228	0	242476	242370	-	NA	exp. P.	1.59	NA
NA	0	242476	242370	-	slr1783	exp. P.	1.59	NA
NA	1	242609	244158	+	NA	0	1.4	biliverdin reductase
TU229	1	242609	244158	+	slr1784	#REF!	1.4	biliverdin reductase
NA	2	245413	244194	-	NA	exp. P.	1.43	similar to spore maturation protein B , similar to spore maturation protein A
TU230	2	245413	244194	-	sll1677, sll1678	exp. P.	1.43	similar to spore maturation protein B , similar to spore maturation protein A
TU232	0	246000	246099	+	NA	15C	1.21	NA
TU231	0	246000	246099	+	sll1676	15C	1.21	NA
TU232	1	247043	245414	-	NA	N	1.26	4-alpha-glucanotransferase
TU231	1	247043	245414	-	sll1676	N	1.26	4-alpha-glucanotransferase
NA	1	247599	247498	-	NA	N	1.27	hypothetical protein
TU233	1	247599	247498	-	sll1675	N	1.27	hypothetical protein
TU234	0	248519	248429	-	NA	#REF!	1.25	NA
NA	0	248519	248429	-	slr1787	#REF!	1.25	NA
TU236	2	249037	252208	+	sll1672, sll1673	exp. P.	1.59	unknown protein , unknown protein
TU235	2	249037	252208	+	slr1788, slr1789	exp. P.	1.59	unknown protein , unknown protein
TU237	0	253836	253937	+	NA	15C	1.21	NA
TU236	0	253836	253937	+	sll1672, sll1673	15C	1.21	NA
TU236	2	255874	251506	-	sll1672, sll1673	exp. P.	1.66	two-component hybrid sensor and regulator , two-component response regulator
TU235, TU237	2	255874	251506	-	slr1788, slr1789	exp. P.	1.66	two-component hybrid sensor and regulator , two-component response regulator
TU239, TU240, TU241	2	256609	258244	+	6803t02, ncl0080, sll1670	15C	2.45	hypothetical protein , phosphoadenosine phosphosulfate reductase
TU238	2	256609	258244	+	slr1790, slr1791	15C	2.45	hypothetical protein , phosphoadenosine phosphosulfate reductase
TU239	0	257197	256843	-	NA	P	1.25	NA
TU238	0	257197	256843	-	slr1790, slr1791	P	1.25	NA
TU240	0	257387	257254	-	NA	exp. P.	1.58	NA
TU238	0	257387	257254	-	slr1790, slr1791	exp. P.	1.58	NA
TU242	0	259485	259767	+	NA	N	1.29	NA
TU241	0	259485	259767	+	sll1669, 6803t02, ncl0080, sll1670	N	1.29	NA
TU241	2	259661	258121	-	6803t02, ncl0080, sll1670	15C	1.83	tRNA-OTHER, ncRNA, heat-inducible transcription repressor HrcA homolo g
TU238, TU242	2	259661	258121	-	slr1790, slr1791	15C	1.83	tRNA-OTHER, ncRNA, heat-inducible transcription repressor HrcA homolo g
NA	1	260362	259768	-	NA	15C	1.03	shikimate kinase
TU243	1	260362	259768	-	sll1669	15C	1.03	shikimate kinase
TU245	1	260434	261823	+	NA	P	1.09	transaldolase.EF-hand domain-containing protein
TU244	1	260434	261823	+	slr1793	P	1.09	transaldolase.EF-hand domain-containing protein
TU247	4	261824	264824	+	sll1667	15C	1.3	hypothetical protein , probable anion transporting ATPase , peptide methionine sulfoxide reductase , hypothetical protein
TU246	4	261824	264824	+	ssr2998, slr1794, slr1795, ssr3000	15C	1.3	hypothetical protein , probable anion transporting ATPase , peptide methionine sulfoxide reductase , hypothetical protein
TU245	0	261834	261334	-	NA	15C	2.78	NA
TU244	0	261834	261334	-	slr1793	15C	2.78	NA
TU247	1	265342	264265	-	sll1667	15C	2.13	mitochondrial outer membrane 72K protein
TU246	1	265342	264265	-	ssr2998, slr1794, slr1795, ssr3000	15C	2.13	mitochondrial outer membrane 72K protein
TU250, TU251	1	265960	266771	+	sll1665	15C	1.4	hypothetical protein
TU249	1	265960	266771	+	slr1796	15C	1.4	hypothetical protein
NA	1	265966	265343	-	NA	N	1.75	DnaJ protein
TU248	1	265966	265343	-	sll1666	N	1.75	DnaJ protein
TU250	0	266429	266064	-	NA	N	1.57	NA
TU249	0	266429	266064	-	slr1796	N	1.57	NA
TU252	0	266978	267247	+	NA	Dark	1.23	NA
TU251	0	266978	267247	+	sll1665	Dark	1.23	NA
TU251	1	268643	266617	-	sll1665	P	1.17	unknown protein
TU249, TU252	1	268643	266617	-	slr1796	P	1.17	unknown protein
TU254	0	269104	269295	+	NA	N	1.16	NA
TU253	0	269104	269295	+	sll1663, sll1664	N	1.16	NA
TU254	2	270519	268644	-	NA	15C	2.54	phycocyanin alpha phycocyanobilin lyase related pr otein , probable glycosyl transferase
TU253	2	270519	268644	-	sll1663, sll1664	15C	2.54	phycocyanin alpha phycocyanobilin lyase related pr otein , probable glycosyl transferase
NA	1	271392	270966	-	NA	exp. P.	1.31	prephenate dehydratase
TU255	1	271392	270966	-	sll1662	exp. P.	1.31	prephenate dehydratase
TU256	1	271416	271598	+	6803t03	15C	2.16	NA
NA	1	271416	271598	+	NA	15C	2.16	NA
TU258, TU259	1	271599	273489	+	sll1660, ssl3222	15C	1.1	PleD protein
TU257	1	271599	273489	+	slr1798	15C	1.1	PleD protein
TU258	0	272976	272851	-	NA	N	1.13	NA
TU257	0	272976	272851	-	slr1798	N	1.13	NA
TU260	0	273497	273626	+	NA	15C	1.15	NA
TU259	0	273497	273626	+	sll1660, ssl3222	15C	1.15	NA
TU259	2	274496	273298	-	sll1660, ssl3222	Fe	1.26	hypothetical protein , unknown protein
TU257, TU260	2	274496	273298	-	slr1798	Fe	1.26	hypothetical protein , unknown protein
NA	1	275713	275047	-	NA	N	1.13	FO synthase subunit 2
TU261	1	275713	275047	-	sll1659	N	1.13	FO synthase subunit 2
TU262	0	276143	276242	+	NA	exp. P.	1.34	NA
TU263	0	276143	276242	+	NA	exp. P.	1.34	NA
TU262	0	276264	275781	-	NA	P	1.06	NA
TU263	0	276264	275781	-	NA	P	1.06	NA
TU265	1	276304	278409	+	NA	15C	1.92	hypothetical protein
TU264	1	276304	278409	+	slr1799	15C	1.92	hypothetical protein
TU265	0	278094	277646	-	NA	N	1.08	NA
TU264	0	278094	277646	-	slr1799	N	1.08	NA
NA	1	278419	278684	+	NA	15C	3.18	hypothetical protein
TU266	1	278419	278684	+	slr1800	15C	3.18	hypothetical protein
TU267	0	279352	279673	+	NA	15C	2.24	NA
TU268	0	279352	279673	+	sll1656	15C	2.24	NA
TU269	0	279674	279775	+	NA	15C	2.27	NA
TU268	0	279674	279775	+	sll1656	15C	2.27	NA
TU267, TU269	1	280110	279372	-	NA	15C	1.13	hypothetical protein
TU268	1	280110	279372	-	sll1656	15C	1.13	hypothetical protein
TU271	0	280402	280501	+	NA	15C	1.7	NA
TU270	0	280402	280501	+	sll1654, sll1655	15C	1.7	NA
TU271	2	281395	280111	-	NA	P	1.15	hypothetical protein , similar to biotin [acetyl-CoA-carboxylase] ligase
TU270	2	281395	280111	-	sll1654, sll1655	P	1.15	hypothetical protein , similar to biotin [acetyl-CoA-carboxylase] ligase
NA	1	282241	281396	-	NA	exp. P.	1.29	ubiquinone.menaquinone biosynthesis methyltransferase
TU272	1	282241	281396	-	sll1653	exp. P.	1.29	ubiquinone.menaquinone biosynthesis methyltransferase
NA	2	282821	282242	-	NA	exp. P.	2.58	hypothetical protein, hypothetical protein
TU273	2	282821	282242	-	Sll1651, sll1652	exp. P.	2.58	hypothetical protein, hypothetical protein
NA	0	282898	283032	+	NA	N	1.07	NA
TU274	0	282898	283032	+	NA	N	1.07	NA
TU276, TU277	2	283033	285329	+	NA	N	2.82	isocitrate dehydrogenase (NADP+) , hypothetical protein
TU275	2	283033	285329	+	slr1289, slr1290	N	2.82	isocitrate dehydrogenase (NADP+) , hypothetical protein
TU276	0	284892	284514	-	NA	HL	1.42	NA
TU275	0	284892	284514	-	slr1289, slr1290	HL	1.42	NA
TU277	0	285330	285477	+	NA	15C	3.31	NA
TU278	0	285330	285477	+	NA	15C	3.31	NA
TU277	0	285478	284893	-	NA	N	1	NA
TU275, TU278	0	285478	284893	-	slr1289, slr1290	N	1	NA
NA	1	285938	285616	-	NA	N	1.89	hypothetical protein
TU279	1	285938	285616	-	sll1201	N	1.89	hypothetical protein
NA	0	286055	285954	-	NA	15C	2.11	NA
TU280	0	286055	285954	-	NA	15C	2.11	NA
NA	1	286135	287951	+	sll1200	15C	1.39	NAD(P)H-quinone oxidoreductase subunit 4
TU282	1	286135	287951	+	slr1291	15C	1.39	NAD(P)H-quinone oxidoreductase subunit 4
NA	0	286149	286056	-	NA	15C	5.65	NA
TU281	0	286149	286056	-	NA	15C	5.65	NA
TU283	0	288181	288280	+	NA	N	1.04	NA
NA	0	288181	288280	+	sll1200	N	1.04	NA
NA	1	289186	289053	-	NA	exp. P.	1.56	hypothetical protein
TU284	1	289186	289053	-	sll1200	exp. P.	1.56	hypothetical protein
NA	1	289291	289392	+	NA	15C	1.88	similar to phytoene dehydrogenase
TU285	1	289291	289392	+	slr1293	15C	1.88	similar to phytoene dehydrogenase
NA	1	290866	291182	+	NA	N	1.19	hypothetical protein YCF19
TU286	1	290866	291182	+	ssr2142	N	1.19	hypothetical protein YCF19
NA	0	291183	291287	+	NA	stat. P.	1.41	NA
TU287	0	291183	291287	+	NA	stat. P.	1.41	NA
TU288	1	291588	293334	+	slr1295	Fe	8.4	iron transport protein
TU289	1	291588	293334	+	ssl2384, sll1198	Fe	8.4	iron transport protein
TU288	2	293729	292524	-	slr1295	exp. P.	2.71	unknown protein , tRNA (guanineN1)-methyltransferase
TU289	2	293729	292524	-	ssl2384, sll1198	exp. P.	2.71	unknown protein , tRNA (guanineN1)-methyltransferase
NA	1	294987	293730	-	NA	exp. P.	1.5	6Phosphofructokinase
TU290	1	294987	293730	-	sll1196	exp. P.	1.5	6Phosphofructokinase
NA	2	297981	297372	-	NA	P	1.86	photosystem II 12 kDa extrinsic protein , unknown protein
TU291	2	297981	297372	-	sll1194, ssl2380	P	1.86	photosystem II 12 kDa extrinsic protein , unknown protein
TU293	0	297994	298192	+	ncr0140	exp. P.	1.29	NA
TU292	0	297994	298192	+	Norf1, sll1193	exp. P.	1.29	NA
TU294	0	298193	298594	+	NA	15C	1.71	NA
TU292	0	298193	298594	+	Norf1, sll1193	15C	1.71	NA
TU293, TU294	2	299115	297982	-	ncr0140	Dark	2.66	NA, hypothetical protein
TU292	2	299115	297982	-	Norf1, sll1193	Dark	2.66	NA, hypothetical protein
NA	1	299452	300969	+	NA	Fe	1.13	UDP-glucose dehydrogenase
TU295	1	299452	300969	+	slr1299	Fe	1.13	UDP-glucose dehydrogenase
NA	1	301014	302296	+	NA	15C	1.05	2-octaprenyl-6-methoxyphenyl hydroxylase
TU296	1	301014	302296	+	slr1300	15C	1.05	2-octaprenyl-6-methoxyphenyl hydroxylase
TU298	0	302734	302876	+	NA	Fe	1.12	NA
TU297	0	302734	302876	+	sll1191, sll1192	Fe	1.12	NA
TU298	2	303097	302514	-	NA	15C	1.47	hypothetical protein , hypothetical protein
TU297	2	303097	302514	-	sll1191, sll1192	15C	1.47	hypothetical protein , hypothetical protein
NA	0	303201	303363	+	NA	#REF!	1.82	NA
TU299	0	303201	303363	+	NA	#REF!	1.82	NA
NA	1	303364	303762	+	NA	Fe	1.27	unknown protein
TU300	1	303364	303762	+	ssr2153	Fe	1.27	unknown protein
NA	0	303799	303892	+	NA	exp. P.	1.31	NA
TU301	0	303799	303892	+	NA	exp. P.	1.31	NA
NA	1	303893	305611	+	NA	N	2.05	hypothetical protein
TU302	1	303893	305611	+	slr1301	N	2.05	hypothetical protein
NA	2	305638	307062	+	NA	15C	1.33	protein involved in constitutive low affinity CO2 uptake , hypothetical protein
TU303	2	305638	307062	+	slr1302, slr1303	15C	1.33	protein involved in constitutive low affinity CO2 uptake , hypothetical protein
TU304	0	307806	307687	-	NA	N	1.96	NA
NA	0	307806	307687	-	slr1303	N	1.96	NA
TU305	1	309525	307882	-	sll1189	15C	2.06	glycolate oxidase subunit GlcE
NA	1	309525	307882	-	slr1303	15C	2.06	glycolate oxidase subunit GlcE
TU307, TU308	1	309573	312189	+	NA	42C	1.26	regulatory components of sensory transduction system
TU306	1	309573	312189	+	slr1305	42C	1.26	regulatory components of sensory transduction system
TU307	0	310803	310716	-	NA	N	1.35	NA
TU306	0	310803	310716	-	slr1305	N	1.35	NA
TU308	0	311129	310912	-	NA	42C	1.01	NA
TU306	0	311129	310912	-	slr1305	42C	1.01	NA
TU310	1	312190	313961	+	sll1187, sll1188	15C	1.03	hypothetical protein
TU309	1	312190	313961	+	slr1306	15C	1.03	hypothetical protein
TU310	2	315131	313366	-	sll1187, sll1188	15C	1.14	prolipoprotein diacylglyceryl transferase , hypothetical protein
TU309	2	315131	313366	-	slr1306	15C	1.14	prolipoprotein diacylglyceryl transferase , hypothetical protein
NA	1	315809	315132	-	NA	exp. P.	1.19	hypothetical protein
TU311	1	315809	315132	-	sll1186	exp. P.	1.19	hypothetical protein
NA	2	317916	315810	-	NA	exp. P.	1.4	heme oxygenase , coproporphyrinogen III oxidase, aerobic (oxygen-de pendent)
TU312	2	317916	315810	-	sll1184, sll1185	exp. P.	1.4	heme oxygenase , coproporphyrinogen III oxidase, aerobic (oxygen-de pendent)
TU313	1	318630	319068	+	NA	HL	1.87	50S ribosomal protein L28
TU314	1	318630	319068	+	ssr1604	HL	1.87	50S ribosomal protein L28
TU313	0	318884	318526	-	NA	Fe	1.29	NA
TU314	0	318884	318526	-	slr1307, ssr1604	Fe	1.29	NA
TU316	1	319069	320572	+	sll0943	P	1.41	unknown protein
TU315	1	319069	320572	+	slr0962	P	1.41	unknown protein
TU317	1	320573	320655	+	6803t04	15C	2.67	NA
TU316	1	320573	320655	+	sll0943	15C	2.67	NA
TU318	0	320656	320851	+	NA	15C	2.66	NA
TU316	0	320656	320851	+	sll0943	15C	2.66	NA
TU316	1	321508	319852	-	sll0943	N	1.1	unknown protein
TU315, TU317, TU318	1	321508	319852	-	slr0962, 6803t04	N	1.1	unknown protein
TU319, TU321, TU322	2	321645	324809	+	NA	N	1.65	ferredoxin-sulfite reductase , hypothetical protein
TU320	2	321645	324809	+	slr0963, slr0964	N	1.65	ferredoxin-sulfite reductase , hypothetical protein
TU319	0	321806	321584	-	NA	exp. P.	1.59	NA
TU320	0	321806	321584	-	slr0963, slr0964	exp. P.	1.59	NA
TU321	0	324029	323662	-	NA	Dark	1.27	NA
TU320	0	324029	323662	-	slr0963, slr0964	Dark	1.27	NA
TU322	0	324397	324296	-	NA	P	1.12	NA
TU320	0	324397	324296	-	slr0963, slr0964	P	1.12	NA
NA	1	324810	326056	+	NA	HL	1.09	DNA polymerase III subunit beta
TU323	1	324810	326056	+	slr0965	HL	1.09	DNA polymerase III subunit beta
NA	1	326057	327079	+	NA	15C	3.46	tryptophan synthase subunit alpha
TU324	1	326057	327079	+	slr0966	15C	3.46	tryptophan synthase subunit alpha
NA	1	327080	328232	+	sll0938, sll0939	42C	1.24	hypothetical protein
TU325	1	327080	328232	+	slr0967	42C	1.24	hypothetical protein
NA	1	329185	328915	-	NA	N	1.19	succinyldiaminopimelate transaminase
TU326	1	329185	328915	-	sll0938	N	1.19	succinyldiaminopimelate transaminase
